method,search_mode,abort_check_stride,schedule,panel_width,family,n,seed,input_fingerprint,repetition,tau,window,status,factor_wall_ms,factor_cuda_ms,reconstruction_kind,reconstruction_residual,growth_factor,max_multiplier,nonfinite_count,row_swaps,column_swaps,dp_lookahead_accepts,dp_fallbacks,gp_near_ties,gp_second_choices,scap_current,scap_middle,scap_last,rp_iterations,rp_failures,pivot_digest,_source
ScaP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,2273.002799,2273.01489258,sampled_fp64_32x32,0.233198987684,66.125,1,0,8186,4245,0,0,0,0,3946,3326,919,0,0,7eb4fee4e8db28ba,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1529.368843,1529.37573242,sampled_fp64_32x32,0.233198987684,66.125,1,0,8186,4245,0,0,0,0,3946,3326,919,0,0,7eb4fee4e8db28ba,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1521.28541,1521.29333496,sampled_fp64_32x32,0.233198987684,66.125,1,0,8186,4245,0,0,0,0,3946,3326,919,0,0,7eb4fee4e8db28ba,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1523.825822,1523.83483887,sampled_fp64_32x32,0.233198987684,66.125,1,0,8186,4245,0,0,0,0,3946,3326,919,0,0,7eb4fee4e8db28ba,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,2072.445567,2072.45654297,sampled_fp64_32x32,0.194589518651,71.9375,1,0,8180,2275,0,0,0,0,0,0,0,10690,0,fba4015088618e9e,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,2067.535612,2067.54663086,sampled_fp64_32x32,0.194589518651,71.9375,1,0,8180,2275,0,0,0,0,0,0,0,10690,0,fba4015088618e9e,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,2069.312727,2069.32470703,sampled_fp64_32x32,0.194589518651,71.9375,1,0,8180,2275,0,0,0,0,0,0,0,10690,0,fba4015088618e9e,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1543.781359,1543.79064941,sampled_fp64_32x32,0.194589518651,71.9375,1,0,8180,2275,0,0,0,0,0,0,0,10690,0,fba4015088618e9e,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1540.520473,1540.52807617,sampled_fp64_32x32,0.194589518651,71.9375,1,0,8180,2275,0,0,0,0,0,0,0,10690,0,fba4015088618e9e,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1543.302547,1543.31030273,sampled_fp64_32x32,0.194589518651,71.9375,1,0,8180,2275,0,0,0,0,0,0,0,10690,0,fba4015088618e9e,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1530.039987,1530.04956055,sampled_fp64_32x32,0.243192613876,59.28125,1,0,8179,7844,0,0,0,0,0,0,0,0,0,35e9c9851af8a1c6,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1527.13307,1527.13928223,sampled_fp64_32x32,0.243192613876,59.28125,1,0,8179,7844,0,0,0,0,0,0,0,0,0,35e9c9851af8a1c6,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1530.36675,1530.37414551,sampled_fp64_32x32,0.243192613876,59.28125,1,0,8179,7844,0,0,0,0,0,0,0,0,0,35e9c9851af8a1c6,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1946.094555,1946.10717773,sampled_fp64_32x32,0.27139129251,112.4375,1.0009765625,0,8186,0,0,0,0,0,0,0,0,0,0,9ec1b40a7d841d02,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1944.54494,1944.55834961,sampled_fp64_32x32,0.27139129251,112.4375,1.0009765625,0,8186,0,0,0,0,0,0,0,0,0,0,9ec1b40a7d841d02,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1945.963405,1945.97680664,sampled_fp64_32x32,0.27139129251,112.4375,1.0009765625,0,8186,0,0,0,0,0,0,0,0,0,0,9ec1b40a7d841d02,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1569.153797,1569.16430664,sampled_fp64_32x32,0.27139129251,112.4375,1.0009765625,0,8186,0,0,0,0,0,0,0,0,0,0,9ec1b40a7d841d02,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1566.506909,1566.51525879,sampled_fp64_32x32,0.27139129251,112.4375,1.0009765625,0,8186,0,0,0,0,0,0,0,0,0,0,9ec1b40a7d841d02,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1569.448367,1569.45617676,sampled_fp64_32x32,0.27139129251,112.4375,1.0009765625,0,8186,0,0,0,0,0,0,0,0,0,0,9ec1b40a7d841d02,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1936.577559,1936.58850098,sampled_fp64_32x32,0.204499343895,89.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b72f7df4d18263e4,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1934.122706,1934.1340332,sampled_fp64_32x32,0.204499343895,89.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b72f7df4d18263e4,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1937.705367,1937.71655273,sampled_fp64_32x32,0.204499343895,89.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b72f7df4d18263e4,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1517.549707,1517.55773926,sampled_fp64_32x32,0.204499343895,89.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b72f7df4d18263e4,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1514.838233,1514.84619141,sampled_fp64_32x32,0.204499343895,89.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b72f7df4d18263e4,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1517.997642,1518.00622559,sampled_fp64_32x32,0.204499343895,89.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b72f7df4d18263e4,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,2020.143735,2020.15563965,sampled_fp64_32x32,0.213610652123,95.875,0.99951171875,0,8185,1137,1137,10,0,0,0,0,0,0,0,7dffc668ba3b60cd,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,2017.840395,2017.85083008,sampled_fp64_32x32,0.213610652123,95.875,0.99951171875,0,8185,1137,1137,10,0,0,0,0,0,0,0,7dffc668ba3b60cd,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,2021.326979,2021.33874512,sampled_fp64_32x32,0.213610652123,95.875,0.99951171875,0,8185,1137,1137,10,0,0,0,0,0,0,0,7dffc668ba3b60cd,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1556.485961,1556.49536133,sampled_fp64_32x32,0.213610652123,95.875,0.99951171875,0,8185,1137,1137,10,0,0,0,0,0,0,0,7dffc668ba3b60cd,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1554.151218,1554.15966797,sampled_fp64_32x32,0.213610652123,95.875,0.99951171875,0,8185,1137,1137,10,0,0,0,0,0,0,0,7dffc668ba3b60cd,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1556.589137,1556.59777832,sampled_fp64_32x32,0.213610652123,95.875,0.99951171875,0,8185,1137,1137,10,0,0,0,0,0,0,0,7dffc668ba3b60cd,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1990.057822,1990.06970215,sampled_fp64_32x32,0.179469161576,99.75,1.009765625,0,8184,0,0,0,1057,521,0,0,0,0,0,255c13ab5d4c4b95,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1987.867435,1987.87902832,sampled_fp64_32x32,0.179469161576,99.75,1.009765625,0,8184,0,0,0,1057,521,0,0,0,0,0,255c13ab5d4c4b95,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1990.342864,1990.35534668,sampled_fp64_32x32,0.179469161576,99.75,1.009765625,0,8184,0,0,0,1057,521,0,0,0,0,0,255c13ab5d4c4b95,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1546.907131,1546.91687012,sampled_fp64_32x32,0.179469161576,99.75,1.009765625,0,8184,0,0,0,1057,521,0,0,0,0,0,255c13ab5d4c4b95,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1544.828844,1544.83605957,sampled_fp64_32x32,0.179469161576,99.75,1.009765625,0,8184,0,0,0,1057,521,0,0,0,0,0,255c13ab5d4c4b95,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1546.994322,1547.00183105,sampled_fp64_32x32,0.179469161576,99.75,1.009765625,0,8184,0,0,0,1057,521,0,0,0,0,0,255c13ab5d4c4b95,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,2265.20147,2265.21484375,sampled_fp64_32x32,0.20367077741,71.3125,1,0,8183,4208,0,0,0,0,3983,3371,837,0,0,a1d3adb03411dec9,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,2260.721124,2260.73510742,sampled_fp64_32x32,0.20367077741,71.3125,1,0,8183,4208,0,0,0,0,3983,3371,837,0,0,a1d3adb03411dec9,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,2265.651951,2265.6652832,sampled_fp64_32x32,0.20367077741,71.3125,1,0,8183,4208,0,0,0,0,3983,3371,837,0,0,a1d3adb03411dec9,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1524.678957,1524.68688965,sampled_fp64_32x32,0.20367077741,71.3125,1,0,8183,4208,0,0,0,0,3983,3371,837,0,0,a1d3adb03411dec9,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1521.383439,1521.390625,sampled_fp64_32x32,0.20367077741,71.3125,1,0,8183,4208,0,0,0,0,3983,3371,837,0,0,a1d3adb03411dec9,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1524.184849,1524.19433594,sampled_fp64_32x32,0.20367077741,71.3125,1,0,8183,4208,0,0,0,0,3983,3371,837,0,0,a1d3adb03411dec9,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,2076.610361,2076.62231445,sampled_fp64_32x32,0.219693799935,80.875,1,0,8186,2283,0,0,0,0,0,0,0,10710,0,1e80d050c5bcad05,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,2074.622223,2074.63354492,sampled_fp64_32x32,0.219693799935,80.875,1,0,8186,2283,0,0,0,0,0,0,0,10710,0,1e80d050c5bcad05,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,2076.615729,2076.62768555,sampled_fp64_32x32,0.219693799935,80.875,1,0,8186,2283,0,0,0,0,0,0,0,10710,0,1e80d050c5bcad05,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1546.050302,1546.05981445,sampled_fp64_32x32,0.219693799935,80.875,1,0,8186,2283,0,0,0,0,0,0,0,10710,0,1e80d050c5bcad05,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1543.306746,1543.31445312,sampled_fp64_32x32,0.219693799935,80.875,1,0,8186,2283,0,0,0,0,0,0,0,10710,0,1e80d050c5bcad05,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1546.065733,1546.07409668,sampled_fp64_32x32,0.219693799935,80.875,1,0,8186,2283,0,0,0,0,0,0,0,10710,0,1e80d050c5bcad05,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1528.215324,1528.22375488,sampled_fp64_32x32,0.176417010312,69.75,1,0,8175,7807,0,0,0,0,0,0,0,0,0,3279b1af38722561,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1525.950268,1525.9576416,sampled_fp64_32x32,0.176417010312,69.75,1,0,8175,7807,0,0,0,0,0,0,0,0,0,3279b1af38722561,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1528.532091,1528.5411377,sampled_fp64_32x32,0.176417010312,69.75,1,0,8175,7807,0,0,0,0,0,0,0,0,0,3279b1af38722561,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1957.398403,1957.41235352,sampled_fp64_32x32,0.268148019626,95.875,1,0,8176,0,0,0,0,0,0,0,0,0,0,472869b7953b339f,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1954.000853,1954.0123291,sampled_fp64_32x32,0.268148019626,95.875,1,0,8176,0,0,0,0,0,0,0,0,0,0,472869b7953b339f,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1956.439942,1956.45166016,sampled_fp64_32x32,0.268148019626,95.875,1,0,8176,0,0,0,0,0,0,0,0,0,0,472869b7953b339f,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,0,1.00999999,6,completed,1574.327245,1574.33654785,sampled_fp64_32x32,0.268148019626,95.875,1,0,8176,0,0,0,0,0,0,0,0,0,0,472869b7953b339f,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,1,1.00999999,6,completed,1571.815063,1571.82263184,sampled_fp64_32x32,0.268148019626,95.875,1,0,8176,0,0,0,0,0,0,0,0,0,0,472869b7953b339f,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,8192,20260825,83b790e4e6559599,2,1.00999999,6,completed,1574.45576,1574.46447754,sampled_fp64_32x32,0.268148019626,95.875,1,0,8176,0,0,0,0,0,0,0,0,0,0,472869b7953b339f,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,3280.62129,3280.63989258,sampled_fp64_32x32,0.333993823657,93.625,1,0,10231,0,0,0,0,0,0,0,0,0,0,1900423da03b2f96,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,3279.009085,3279.02832031,sampled_fp64_32x32,0.333993823657,93.625,1,0,10231,0,0,0,0,0,0,0,0,0,0,1900423da03b2f96,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,3281.126231,3281.14526367,sampled_fp64_32x32,0.333993823657,93.625,1,0,10231,0,0,0,0,0,0,0,0,0,0,1900423da03b2f96,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,2746.151434,2746.16625977,sampled_fp64_32x32,0.333993823657,93.625,1,0,10231,0,0,0,0,0,0,0,0,0,0,1900423da03b2f96,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,2745.405714,2745.41967773,sampled_fp64_32x32,0.333993823657,93.625,1,0,10231,0,0,0,0,0,0,0,0,0,0,1900423da03b2f96,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,2745.982418,2745.99633789,sampled_fp64_32x32,0.333993823657,93.625,1,0,10231,0,0,0,0,0,0,0,0,0,0,1900423da03b2f96,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,3420.48571,3420.50610352,sampled_fp64_32x32,0.372568850638,105.875,1,0,10230,1508,1508,15,0,0,0,0,0,0,0,ded48bd52012501e,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,3417.858315,3417.87866211,sampled_fp64_32x32,0.372568850638,105.875,1,0,10230,1508,1508,15,0,0,0,0,0,0,0,ded48bd52012501e,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,3422.537333,3422.55712891,sampled_fp64_32x32,0.372568850638,105.875,1,0,10230,1508,1508,15,0,0,0,0,0,0,0,ded48bd52012501e,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,2808.155052,2808.17041016,sampled_fp64_32x32,0.372568850638,105.875,1,0,10230,1508,1508,15,0,0,0,0,0,0,0,ded48bd52012501e,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,2808.040992,2808.05688477,sampled_fp64_32x32,0.372568850638,105.875,1,0,10230,1508,1508,15,0,0,0,0,0,0,0,ded48bd52012501e,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,2808.177882,2808.19702148,sampled_fp64_32x32,0.372568850638,105.875,1,0,10230,1508,1508,15,0,0,0,0,0,0,0,ded48bd52012501e,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,3370.719924,3370.73974609,sampled_fp64_32x32,0.258290232799,102.8125,1.009765625,0,10233,0,0,0,1306,655,0,0,0,0,0,b7c01942c7264cec,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,3370.224211,3370.24462891,sampled_fp64_32x32,0.258290232799,102.8125,1.009765625,0,10233,0,0,0,1306,655,0,0,0,0,0,b7c01942c7264cec,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,3369.791747,3369.81201172,sampled_fp64_32x32,0.258290232799,102.8125,1.009765625,0,10233,0,0,0,1306,655,0,0,0,0,0,b7c01942c7264cec,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,2790.698228,2790.71435547,sampled_fp64_32x32,0.258290232799,102.8125,1.009765625,0,10233,0,0,0,1306,655,0,0,0,0,0,b7c01942c7264cec,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,2790.63346,2790.64990234,sampled_fp64_32x32,0.258290232799,102.8125,1.009765625,0,10233,0,0,0,1306,655,0,0,0,0,0,b7c01942c7264cec,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,2790.80338,2790.82299805,sampled_fp64_32x32,0.258290232799,102.8125,1.009765625,0,10233,0,0,0,1306,655,0,0,0,0,0,b7c01942c7264cec,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,3750.687713,3750.70922852,sampled_fp64_32x32,0.21797813884,106.75,1,0,10230,5267,0,0,0,0,4972,4211,1056,0,0,cf89fa7535191f70,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,3747.439965,3747.46166992,sampled_fp64_32x32,0.21797813884,106.75,1,0,10230,5267,0,0,0,0,4972,4211,1056,0,0,cf89fa7535191f70,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,3750.77351,3750.79614258,sampled_fp64_32x32,0.21797813884,106.75,1,0,10230,5267,0,0,0,0,4972,4211,1056,0,0,cf89fa7535191f70,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,2756.623264,2756.63769531,sampled_fp64_32x32,0.21797813884,106.75,1,0,10230,5267,0,0,0,0,4972,4211,1056,0,0,cf89fa7535191f70,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,2755.666057,2755.68139648,sampled_fp64_32x32,0.21797813884,106.75,1,0,10230,5267,0,0,0,0,4972,4211,1056,0,0,cf89fa7535191f70,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,2756.259241,2756.27416992,sampled_fp64_32x32,0.21797813884,106.75,1,0,10230,5267,0,0,0,0,4972,4211,1056,0,0,cf89fa7535191f70,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,3457.660078,3457.6809082,sampled_fp64_32x32,0.21223881745,72.25,1,0,10224,2651,0,0,0,0,0,0,0,13126,0,6fb103fc9a52d199,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,3456.855506,3456.87597656,sampled_fp64_32x32,0.21223881745,72.25,1,0,10224,2651,0,0,0,0,0,0,0,13126,0,6fb103fc9a52d199,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,3456.053369,3456.07373047,sampled_fp64_32x32,0.21223881745,72.25,1,0,10224,2651,0,0,0,0,0,0,0,13126,0,6fb103fc9a52d199,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,2784.485005,2784.50073242,sampled_fp64_32x32,0.21223881745,72.25,1,0,10224,2651,0,0,0,0,0,0,0,13126,0,6fb103fc9a52d199,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,2784.344121,2784.359375,sampled_fp64_32x32,0.21223881745,72.25,1,0,10224,2651,0,0,0,0,0,0,0,13126,0,6fb103fc9a52d199,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,2784.614941,2784.63476562,sampled_fp64_32x32,0.21223881745,72.25,1,0,10224,2651,0,0,0,0,0,0,0,13126,0,6fb103fc9a52d199,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,2761.602992,2761.6184082,sampled_fp64_32x32,0.266983652167,77.8125,1,0,10232,9800,0,0,0,0,0,0,0,0,0,fbc8621698b37a84,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,2761.874392,2761.88989258,sampled_fp64_32x32,0.266983652167,77.8125,1,0,10232,9800,0,0,0,0,0,0,0,0,0,fbc8621698b37a84,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,2761.976753,2761.99316406,sampled_fp64_32x32,0.266983652167,77.8125,1,0,10232,9800,0,0,0,0,0,0,0,0,0,fbc8621698b37a84,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,3302.015976,3302.03759766,sampled_fp64_32x32,0.285485901419,117.5625,1,0,10235,0,0,0,0,0,0,0,0,0,0,41856edea9bddf9d,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,1,1.00999999,6,completed,3301.844227,3301.86572266,sampled_fp64_32x32,0.285485901419,117.5625,1,0,10235,0,0,0,0,0,0,0,0,0,0,41856edea9bddf9d,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,2,1.00999999,6,completed,3304.552399,3304.58154297,sampled_fp64_32x32,0.285485901419,117.5625,1,0,10235,0,0,0,0,0,0,0,0,0,0,41856edea9bddf9d,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,10240,20260823,eda20a3a3bb3a0b9,0,1.00999999,6,completed,2826.846061,2826.86254883,sampled_fp64_32x32,0.285485901419,117.5625,1,0,10235,0,0,0,0,0,0,0,0,0,0,41856edea9bddf9d,search_cost_runs.csv
