method,schedule,panel_width,family,n,seed,input_fingerprint,repetition,tau,window,status,factor_wall_ms,factor_cuda_ms,reconstruction_kind,reconstruction_residual,growth_factor,max_multiplier,nonfinite_count,row_swaps,column_swaps,dp_lookahead_accepts,dp_fallbacks,gp_near_ties,gp_second_choices,scap_current,scap_middle,scap_last,rp_iterations,rp_failures,source_file,evidence_tier,contract_repetitions,contract_warmups
GP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,18.898085,18.8978233337,full_fp64,0.0196553640708,14.09375,1.009765625,0,248,0,0,0,15,8,0,0,0,0,0,uniform__n256__seed20260823__blocked_panel_local__gp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,18.526752,18.5262393951,full_fp64,0.0165131508838,12.6171875,0.99951171875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,18.763861,18.7637119293,full_fp64,0.0165131508838,12.6171875,0.99951171875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,18.561182,18.5606079102,full_fp64,0.0165131508838,12.6171875,0.99951171875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__blocked_panel_local__pp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,23.602879,23.6031036377,full_fp64,0.0153163010255,8.6640625,0.99951171875,0,252,117,0,0,0,0,0,0,0,388,0,uniform__n256__seed20260823__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,23.79313,23.7933769226,full_fp64,0.0153163010255,8.6640625,0.99951171875,0,252,117,0,0,0,0,0,0,0,388,0,uniform__n256__seed20260823__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,23.722112,23.7221126556,full_fp64,0.0153163010255,8.6640625,0.99951171875,0,252,117,0,0,0,0,0,0,0,388,0,uniform__n256__seed20260823__blocked_panel_local__rp/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,23.682035,23.6820163727,full_fp64,0.0147277537035,9.9765625,1,0,247,140,0,0,0,0,115,100,40,0,0,uniform__n256__seed20260823__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,23.647102,23.6467514038,full_fp64,0.0147277537035,9.9765625,1,0,247,140,0,0,0,0,115,100,40,0,0,uniform__n256__seed20260823__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,23.6236,23.6234874725,full_fp64,0.0147277537035,9.9765625,1,0,247,140,0,0,0,0,115,100,40,0,0,uniform__n256__seed20260823__blocked_panel_local__scap/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,18.713019,18.7127685547,full_fp64,0.0163070282433,18.65625,1.0107421875,0,250,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,18.769065,18.7685432434,full_fp64,0.0163070282433,18.65625,1.0107421875,0,250,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,18.729547,18.7295036316,full_fp64,0.0163070282433,18.65625,1.0107421875,0,250,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__blocked_panel_local__scpp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,42.955452,42.9547843933,full_fp64,0.0105336171837,4.77734375,0.99658203125,0,249,249,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,42.736409,42.7358703613,full_fp64,0.0105336171837,4.77734375,0.99658203125,0,249,249,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,42.840092,42.8392333984,full_fp64,0.0105336171837,4.77734375,0.99658203125,0,249,249,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__cp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,17.598598,17.6061763763,full_fp64,0.0154568178577,12.421875,0.98974609375,0,251,23,23,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,17.248615,17.2479686737,full_fp64,0.0154568178577,12.421875,0.98974609375,0,251,23,23,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,17.03389,17.0337600708,full_fp64,0.0154568178577,12.421875,0.98974609375,0,251,23,23,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__dp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,16.595546,16.594783783,full_fp64,0.0162662044168,12.0859375,1.009765625,0,249,0,0,0,17,9,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,16.670746,16.6707191467,full_fp64,0.0162662044168,12.0859375,1.009765625,0,249,0,0,0,17,9,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,16.588975,16.5881595612,full_fp64,0.0162662044168,12.0859375,1.009765625,0,249,0,0,0,17,9,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__gp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,16.235407,16.2347831726,full_fp64,0.0165131508838,12.6171875,0.99951171875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,15.990881,15.9915838242,full_fp64,0.0165131508838,12.6171875,0.99951171875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,15.93837,15.9376316071,full_fp64,0.0165131508838,12.6171875,0.99951171875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__pp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,22.973923,22.9733753204,full_fp64,0.0131650841795,7.18359375,0.998046875,0,249,179,0,0,0,0,0,0,0,457,0,uniform__n256__seed20260823__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,23.124881,23.1246070862,full_fp64,0.0131650841795,7.18359375,0.998046875,0,249,179,0,0,0,0,0,0,0,457,0,uniform__n256__seed20260823__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,23.05873,23.0583686829,full_fp64,0.0131650841795,7.18359375,0.998046875,0,249,179,0,0,0,0,0,0,0,457,0,uniform__n256__seed20260823__unblocked_rank1__rp/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,21.120178,21.1195526123,full_fp64,0.0131483030273,8.2890625,1,0,250,117,0,0,0,0,138,84,33,0,0,uniform__n256__seed20260823__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,21.242405,21.2424964905,full_fp64,0.0131483030273,8.2890625,1,0,250,117,0,0,0,0,138,84,33,0,0,uniform__n256__seed20260823__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,21.260825,21.2609596252,full_fp64,0.0131483030273,8.2890625,1,0,250,117,0,0,0,0,138,84,33,0,0,uniform__n256__seed20260823__unblocked_rank1__scap/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,0,1.00999999,6,completed,16.103686,16.1034889221,full_fp64,0.0163070282433,18.65625,1.0107421875,0,250,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,1,1.00999999,6,completed,16.092432,16.0922241211,full_fp64,0.0163070282433,18.65625,1.0107421875,0,250,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,uniform,256,20260823,833ae60d404748ac,2,1.00999999,6,completed,16.120612,16.1196155548,full_fp64,0.0163070282433,18.65625,1.0107421875,0,250,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260823__unblocked_rank1__scpp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,35.63168,35.6312332153,full_fp64,0.0139013542794,7.19140625,0.998046875,0,253,243,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,35.74051,35.7407035828,full_fp64,0.0139013542794,7.19140625,0.998046875,0,253,243,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,35.686529,35.6861763,full_fp64,0.0139013542794,7.19140625,0.998046875,0,253,243,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__cp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,19.899231,19.8993606567,full_fp64,0.0198094379157,12.5078125,0.99365234375,0,251,27,27,1,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,19.296769,19.2965431213,full_fp64,0.0198094379157,12.5078125,0.99365234375,0,251,27,27,1,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,19.118973,19.1188793182,full_fp64,0.0198094379157,12.5078125,0.99365234375,0,251,27,27,1,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__dp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,19.155071,19.1548805237,full_fp64,0.0164113210049,11.6953125,1.0087890625,0,248,0,0,0,30,13,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,19.353292,19.3527030945,full_fp64,0.0164113210049,11.6953125,1.0087890625,0,248,0,0,0,30,13,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,19.132045,19.1312961578,full_fp64,0.0164113210049,11.6953125,1.0087890625,0,248,0,0,0,30,13,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__gp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,18.796917,18.7965755463,full_fp64,0.0189578896388,11.890625,1,0,242,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,18.776,18.775680542,full_fp64,0.0189578896388,11.890625,1,0,242,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,18.774694,18.7741127014,full_fp64,0.0189578896388,11.890625,1,0,242,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__pp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,23.71143,23.7106246948,full_fp64,0.0158723687055,9.0625,0.9990234375,0,250,128,0,0,0,0,0,0,0,400,0,uniform__n256__seed20260824__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,23.831286,23.8310718536,full_fp64,0.0158723687055,9.0625,0.9990234375,0,250,128,0,0,0,0,0,0,0,400,0,uniform__n256__seed20260824__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,23.687839,23.6870727539,full_fp64,0.0158723687055,9.0625,0.9990234375,0,250,128,0,0,0,0,0,0,0,400,0,uniform__n256__seed20260824__blocked_panel_local__rp/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,23.337196,23.3368320465,full_fp64,0.0218186988495,8.4765625,1,0,244,131,0,0,0,0,124,93,38,0,0,uniform__n256__seed20260824__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,23.560035,23.5599994659,full_fp64,0.0218186988495,8.4765625,1,0,244,131,0,0,0,0,124,93,38,0,0,uniform__n256__seed20260824__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,23.591028,23.5907516479,full_fp64,0.0218186988495,8.4765625,1,0,244,131,0,0,0,0,124,93,38,0,0,uniform__n256__seed20260824__blocked_panel_local__scap/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,18.713083,18.7127990723,full_fp64,0.0169959304621,10.1953125,1.029296875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,18.742822,18.7426872253,full_fp64,0.0169959304621,10.1953125,1.029296875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,18.670753,18.670463562,full_fp64,0.0169959304621,10.1953125,1.029296875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__blocked_panel_local__scpp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,43.002912,43.0026893616,full_fp64,0.0110785452416,4.59375,0.99755859375,0,251,250,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,43.068922,43.0691184998,full_fp64,0.0110785452416,4.59375,0.99755859375,0,251,250,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,43.020809,43.0217590332,full_fp64,0.0110785452416,4.59375,0.99755859375,0,251,250,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__cp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,16.688837,16.6882553101,full_fp64,0.0202909247018,12.625,0.990234375,0,247,26,26,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,16.633501,16.6334075928,full_fp64,0.0202909247018,12.625,0.990234375,0,247,26,26,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,16.656619,16.6566390991,full_fp64,0.0202909247018,12.625,0.990234375,0,247,26,26,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__dp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,17.217629,17.2170562744,full_fp64,0.016919889953,12.1171875,1.009765625,0,251,0,0,0,16,10,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,16.939745,16.93932724,full_fp64,0.016919889953,12.1171875,1.009765625,0,251,0,0,0,16,10,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,16.444381,16.4437446594,full_fp64,0.016919889953,12.1171875,1.009765625,0,251,0,0,0,16,10,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__gp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,16.444723,16.4447364807,full_fp64,0.0189578896388,11.890625,1,0,242,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,16.14681,16.1466236115,full_fp64,0.0189578896388,11.890625,1,0,242,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,16.129243,16.1283836365,full_fp64,0.0189578896388,11.890625,1,0,242,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__pp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,23.31788,23.3172473907,full_fp64,0.0131164994673,7.66015625,0.99951171875,0,251,182,0,0,0,0,0,0,0,463,0,uniform__n256__seed20260824__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,23.381675,23.381023407,full_fp64,0.0131164994673,7.66015625,0.99951171875,0,251,182,0,0,0,0,0,0,0,463,0,uniform__n256__seed20260824__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,23.775398,23.7751998901,full_fp64,0.0131164994673,7.66015625,0.99951171875,0,251,182,0,0,0,0,0,0,0,463,0,uniform__n256__seed20260824__unblocked_rank1__rp/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,21.170533,21.1702404022,full_fp64,0.0149992308579,8.09375,1,0,248,125,0,0,0,0,130,91,34,0,0,uniform__n256__seed20260824__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,21.177673,21.1771202087,full_fp64,0.0149992308579,8.09375,1,0,248,125,0,0,0,0,130,91,34,0,0,uniform__n256__seed20260824__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,21.12397,21.1231689453,full_fp64,0.0149992308579,8.09375,1,0,248,125,0,0,0,0,130,91,34,0,0,uniform__n256__seed20260824__unblocked_rank1__scap/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,0,1.00999999,6,completed,16.106581,16.1066875458,full_fp64,0.0169959304621,12.453125,1.029296875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,1,1.00999999,6,completed,16.267489,16.266752243,full_fp64,0.0169959304621,12.453125,1.029296875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,uniform,256,20260824,f62d325d71c8987a,2,1.00999999,6,completed,16.35178,16.3512325287,full_fp64,0.0169959304621,12.453125,1.029296875,0,248,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260824__unblocked_rank1__scpp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,0,1.00999999,6,completed,35.326865,35.3261756897,full_fp64,0.0141082871705,7.296875,0.99951171875,0,253,234,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,1,1.00999999,6,completed,35.746635,35.7462081909,full_fp64,0.0141082871705,7.296875,0.99951171875,0,253,234,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,2,1.00999999,6,completed,35.402332,35.4024963379,full_fp64,0.0141082871705,7.296875,0.99951171875,0,253,234,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__cp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,0,1.00999999,6,completed,19.077874,19.077375412,full_fp64,0.0247722263448,12.4296875,0.98974609375,0,250,21,21,0,0,0,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,1,1.00999999,6,completed,19.139864,19.1395835876,full_fp64,0.0247722263448,12.4296875,0.98974609375,0,250,21,21,0,0,0,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,2,1.00999999,6,completed,19.107433,19.1071681976,full_fp64,0.0247722263448,12.4296875,0.98974609375,0,250,21,21,0,0,0,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__dp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,0,1.00999999,6,completed,19.161149,19.1607036591,full_fp64,0.0157288455521,12.5703125,1.009765625,0,250,0,0,0,20,14,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,1,1.00999999,6,completed,19.14822,19.1481285095,full_fp64,0.0157288455521,12.5703125,1.009765625,0,250,0,0,0,20,14,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,2,1.00999999,6,completed,19.17951,19.1789112091,full_fp64,0.0157288455521,12.5703125,1.009765625,0,250,0,0,0,20,14,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__gp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,0,1.00999999,6,completed,18.92666,18.9268474579,full_fp64,0.0154069671407,10.6875,1,0,250,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,1,1.00999999,6,completed,18.874059,18.8735046387,full_fp64,0.0154069671407,10.6875,1,0,250,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,2,1.00999999,6,completed,18.772722,18.7720966339,full_fp64,0.0154069671407,10.6875,1,0,250,0,0,0,0,0,0,0,0,0,0,uniform__n256__seed20260825__blocked_panel_local__pp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,0,1.00999999,6,completed,23.884497,23.8838710785,full_fp64,0.0156695237383,7.87109375,1,0,253,123,0,0,0,0,0,0,0,393,0,uniform__n256__seed20260825__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,1,1.00999999,6,completed,24.024561,24.0241928101,full_fp64,0.0156695237383,7.87109375,1,0,253,123,0,0,0,0,0,0,0,393,0,uniform__n256__seed20260825__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,2,1.00999999,6,completed,23.860531,23.8603515625,full_fp64,0.0156695237383,7.87109375,1,0,253,123,0,0,0,0,0,0,0,393,0,uniform__n256__seed20260825__blocked_panel_local__rp/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,uniform,256,20260825,a3835bdd53eb2b03,0,1.00999999,6,completed,23.596633,23.5965442657,full_fp64,0.0160507330438,9.453125,0.9990234375,0,251,139,0,0,0,0,116,93,46,0,0,uniform__n256__seed20260825__blocked_panel_local__scap/runs.csv,replicated,3,1
